Date,Time,Measure,Period,Period_Transform,AdjustIsHoliday,Week,Week_Update,DayOfYear,DayOfYear_Transform,Temp_H,Date_Time,Holiday_Len,Month,Hour,A,B,IsHoliday
2018/1/1,00:15:00,106.2,C,2,1.0,1,7,1,12,14.8,2018-01-01 00:15:00,3,1,0,0.0,0.0,1
2018/1/1,00:30:00,84.2,C,2,1.0,1,7,1,12,14.8,2018-01-01 00:30:00,3,1,0,0.0,0.0,1
2018/1/1,00:45:00,91.1,C,2,1.0,1,7,1,12,14.8,2018-01-01 00:45:00,3,1,0,0.0,0.0,1
2018/1/1,01:00:00,91.4,C,2,1.0,1,7,1,12,14.8,2018-01-01 01:00:00,3,1,1,0.0,0.0,1
2018/1/1,01:15:00,94.8,C,2,1.0,1,7,1,12,14.6,2018-01-01 01:15:00,3,1,1,0.0,0.0,1
2018/1/1,01:30:00,100.4,C,2,1.0,1,7,1,12,14.6,2018-01-01 01:30:00,3,1,1,0.0,0.0,1
2018/1/1,01:45:00,91.3,C,2,1.0,1,7,1,12,14.6,2018-01-01 01:45:00,3,1,1,0.0,0.0,1
2018/1/1,02:00:00,99.5,C,2,1.0,1,7,1,12,14.6,2018-01-01 02:00:00,3,1,2,0.0,0.0,1
2018/1/1,02:15:00,92.9,C,2,1.0,1,7,1,12,14.2,2018-01-01 02:15:00,3,1,2,0.0,0.0,1
2018/1/1,02:30:00,112.8,C,2,1.0,1,7,1,12,14.2,2018-01-01 02:30:00,3,1,2,0.0,0.0,1
2018/1/1,02:45:00,90.5,C,2,1.0,1,7,1,12,14.2,2018-01-01 02:45:00,3,1,2,0.0,0.0,1
2018/1/1,03:00:00,93.9,C,2,1.0,1,7,1,12,14.2,2018-01-01 03:00:00,3,1,3,0.0,0.0,1
2018/1/1,03:15:00,105.3,C,2,1.0,1,7,1,12,14.0,2018-01-01 03:15:00,3,1,3,0.0,0.0,1
2018/1/1,03:30:00,98.8,C,2,1.0,1,7,1,12,14.0,2018-01-01 03:30:00,3,1,3,0.0,0.0,1
2018/1/1,03:45:00,99.9,C,2,1.0,1,7,1,12,14.0,2018-01-01 03:45:00,3,1,3,0.0,0.0,1
2018/1/1,04:00:00,85.0,C,2,1.0,1,7,1,12,14.0,2018-01-01 04:00:00,3,1,4,0.0,0.0,1
2018/1/1,04:15:00,85.6,C,2,1.0,1,7,1,12,13.8,2018-01-01 04:15:00,3,1,4,0.0,0.0,1
2018/1/1,04:30:00,98.4,C,2,1.0,1,7,1,12,13.8,2018-01-01 04:30:00,3,1,4,0.0,0.0,1
2018/1/1,04:45:00,90.7,C,2,1.0,1,7,1,12,13.8,2018-01-01 04:45:00,3,1,4,0.0,0.0,1
2018/1/1,05:00:00,100.4,C,2,1.0,1,7,1,12,13.8,2018-01-01 05:00:00,3,1,5,0.0,0.0,1
2018/1/1,05:15:00,88.2,C,2,1.0,1,7,1,12,13.7,2018-01-01 05:15:00,3,1,5,0.0,0.0,1
2018/1/1,05:30:00,90.7,C,2,1.0,1,7,1,12,13.7,2018-01-01 05:30:00,3,1,5,0.0,0.0,1
2018/1/1,05:45:00,95.4,C,2,1.0,1,7,1,12,13.7,2018-01-01 05:45:00,3,1,5,0.0,0.0,1
2018/1/1,06:00:00,94.4,C,2,1.0,1,7,1,12,13.7,2018-01-01 06:00:00,3,1,6,0.0,0.0,1
2018/1/1,06:15:00,102.8,C,2,1.0,1,7,1,12,14.2,2018-01-01 06:15:00,3,1,6,0.0,0.0,1
2018/1/1,06:30:00,88.8,C,2,1.0,1,7,1,12,14.2,2018-01-01 06:30:00,3,1,6,0.0,0.0,1
2018/1/1,06:45:00,84.9,C,2,1.0,1,7,1,12,14.2,2018-01-01 06:45:00,3,1,6,0.0,0.0,1
2018/1/1,07:00:00,93.9,C,2,1.0,1,7,1,12,14.2,2018-01-01 07:00:00,3,1,7,0.0,0.0,1
2018/1/1,07:15:00,90.9,C,2,1.0,1,7,1,12,16.3,2018-01-01 07:15:00,3,1,7,0.0,0.0,1
2018/1/1,07:30:00,96.9,C,2,1.0,1,7,1,12,16.3,2018-01-01 07:30:00,3,1,7,0.0,0.0,1
2018/1/1,07:45:00,96.3,C,2,1.0,1,7,1,12,16.3,2018-01-01 07:45:00,3,1,7,0.0,0.0,1
2018/1/1,08:00:00,93.2,C,2,1.0,1,7,1,12,16.3,2018-01-01 08:00:00,3,1,8,0.0,0.0,1
2018/1/1,08:15:00,106.8,C,2,1.0,1,7,1,12,18.6,2018-01-01 08:15:00,3,1,8,0.0,0.0,1
2018/1/1,08:30:00,110.0,C,2,1.0,1,7,1,12,18.6,2018-01-01 08:30:00,3,1,8,0.0,0.0,1
2018/1/1,08:45:00,114.2,C,2,1.0,1,7,1,12,18.6,2018-01-01 08:45:00,3,1,8,0.0,0.0,1
2018/1/1,09:00:00,99.2,C,2,1.0,1,7,1,12,18.6,2018-01-01 09:00:00,3,1,9,0.0,0.0,1
2018/1/1,09:15:00,103.8,C,2,1.0,1,7,1,12,21.2,2018-01-01 09:15:00,3,1,9,0.0,0.0,1
2018/1/1,09:30:00,107.1,C,2,1.0,1,7,1,12,21.2,2018-01-01 09:30:00,3,1,9,0.0,0.0,1
2018/1/1,09:45:00,103.9,C,2,1.0,1,7,1,12,21.2,2018-01-01 09:45:00,3,1,9,0.0,0.0,1
2018/1/1,10:00:00,113.9,C,2,1.0,1,7,1,12,21.2,2018-01-01 10:00:00,3,1,10,0.0,0.0,1
2018/1/1,10:15:00,117.2,C,2,1.0,1,7,1,12,22.4,2018-01-01 10:15:00,3,1,10,0.0,0.0,1
2018/1/1,10:30:00,114.6,C,2,1.0,1,7,1,12,22.4,2018-01-01 10:30:00,3,1,10,0.0,0.0,1
2018/1/1,10:45:00,102.9,C,2,1.0,1,7,1,12,22.4,2018-01-01 10:45:00,3,1,10,0.0,0.0,1
2018/1/1,11:00:00,114.6,C,2,1.0,1,7,1,12,22.4,2018-01-01 11:00:00,3,1,11,0.0,0.0,1
2018/1/1,11:15:00,112.0,C,2,1.0,1,7,1,12,23.8,2018-01-01 11:15:00,3,1,11,0.0,0.0,1
2018/1/1,11:30:00,120.6,C,2,1.0,1,7,1,12,23.8,2018-01-01 11:30:00,3,1,11,0.0,0.0,1
2018/1/1,11:45:00,113.1,C,2,1.0,1,7,1,12,23.8,2018-01-01 11:45:00,3,1,11,0.0,0.0,1
2018/1/1,12:00:00,117.3,C,2,1.0,1,7,1,12,23.8,2018-01-01 12:00:00,3,1,12,0.0,0.0,1
2018/1/1,12:15:00,121.1,C,2,1.0,1,7,1,12,25.1,2018-01-01 12:15:00,3,1,12,0.0,0.0,1
2018/1/1,12:30:00,118.0,C,2,1.0,1,7,1,12,25.1,2018-01-01 12:30:00,3,1,12,0.0,0.0,1
2018/1/1,12:45:00,117.0,C,2,1.0,1,7,1,12,25.1,2018-01-01 12:45:00,3,1,12,0.0,0.0,1
2018/1/1,13:00:00,102.4,C,2,1.0,1,7,1,12,25.1,2018-01-01 13:00:00,3,1,13,0.0,0.0,1
2018/1/1,13:15:00,114.3,C,2,1.0,1,7,1,12,25.1,2018-01-01 13:15:00,3,1,13,0.0,0.0,1
2018/1/1,13:30:00,112.5,C,2,1.0,1,7,1,12,25.1,2018-01-01 13:30:00,3,1,13,0.0,0.0,1
2018/1/1,13:45:00,120.3,C,2,1.0,1,7,1,12,25.1,2018-01-01 13:45:00,3,1,13,0.0,0.0,1
2018/1/1,14:00:00,115.9,C,2,1.0,1,7,1,12,25.1,2018-01-01 14:00:00,3,1,14,0.0,0.0,1
2018/1/1,14:15:00,118.6,C,2,1.0,1,7,1,12,25.6,2018-01-01 14:15:00,3,1,14,0.0,0.0,1
2018/1/1,14:30:00,127.2,C,2,1.0,1,7,1,12,25.6,2018-01-01 14:30:00,3,1,14,0.0,0.0,1
2018/1/1,14:45:00,109.6,C,2,1.0,1,7,1,12,25.6,2018-01-01 14:45:00,3,1,14,0.0,0.0,1
2018/1/1,15:00:00,114.3,C,2,1.0,1,7,1,12,25.6,2018-01-01 15:00:00,3,1,15,0.0,0.0,1
2018/1/1,15:15:00,115.1,C,2,1.0,1,7,1,12,25.8,2018-01-01 15:15:00,3,1,15,0.0,0.0,1
2018/1/1,15:30:00,113.0,C,2,1.0,1,7,1,12,25.8,2018-01-01 15:30:00,3,1,15,0.0,0.0,1
2018/1/1,15:45:00,111.5,C,2,1.0,1,7,1,12,25.8,2018-01-01 15:45:00,3,1,15,0.0,0.0,1
2018/1/1,16:00:00,112.9,C,2,1.0,1,7,1,12,25.8,2018-01-01 16:00:00,3,1,16,0.0,0.0,1
2018/1/1,16:15:00,116.6,C,2,1.0,1,7,1,12,22.9,2018-01-01 16:15:00,3,1,16,0.0,0.0,1
2018/1/1,16:30:00,113.8,C,2,1.0,1,7,1,12,22.9,2018-01-01 16:30:00,3,1,16,0.0,0.0,1
2018/1/1,16:45:00,122.0,C,2,1.0,1,7,1,12,22.9,2018-01-01 16:45:00,3,1,16,0.0,0.0,1
2018/1/1,17:00:00,106.2,C,2,1.0,1,7,1,12,22.9,2018-01-01 17:00:00,3,1,17,0.0,0.0,1
2018/1/1,17:15:00,116.1,C,2,1.0,1,7,1,12,21.2,2018-01-01 17:15:00,3,1,17,0.0,0.0,1
2018/1/1,17:30:00,100.2,C,2,1.0,1,7,1,12,21.2,2018-01-01 17:30:00,3,1,17,0.0,0.0,1
2018/1/1,17:45:00,117.6,C,2,1.0,1,7,1,12,21.2,2018-01-01 17:45:00,3,1,17,0.0,0.0,1
2018/1/1,18:00:00,113.6,C,2,1.0,1,7,1,12,21.2,2018-01-01 18:00:00,3,1,18,0.0,0.0,1
2018/1/1,18:15:00,109.7,C,2,1.0,1,7,1,12,20.5,2018-01-01 18:15:00,3,1,18,0.0,0.0,1
2018/1/1,18:30:00,101.9,C,2,1.0,1,7,1,12,20.5,2018-01-01 18:30:00,3,1,18,0.0,0.0,1
2018/1/1,18:45:00,103.6,C,2,1.0,1,7,1,12,20.5,2018-01-01 18:45:00,3,1,18,0.0,0.0,1
2018/1/1,19:00:00,111.3,C,2,1.0,1,7,1,12,20.5,2018-01-01 19:00:00,3,1,19,0.0,0.0,1
2018/1/1,19:15:00,108.7,C,2,1.0,1,7,1,12,19.7,2018-01-01 19:15:00,3,1,19,0.0,0.0,1
2018/1/1,19:30:00,113.1,C,2,1.0,1,7,1,12,19.7,2018-01-01 19:30:00,3,1,19,0.0,0.0,1
2018/1/1,19:45:00,109.3,C,2,1.0,1,7,1,12,19.7,2018-01-01 19:45:00,3,1,19,0.0,0.0,1
2018/1/1,20:00:00,111.9,C,2,1.0,1,7,1,12,19.7,2018-01-01 20:00:00,3,1,20,0.0,0.0,1
2018/1/1,20:15:00,101.4,C,2,1.0,1,7,1,12,19.3,2018-01-01 20:15:00,3,1,20,0.0,0.0,1
2018/1/1,20:30:00,109.5,C,2,1.0,1,7,1,12,19.3,2018-01-01 20:30:00,3,1,20,0.0,0.0,1
2018/1/1,20:45:00,108.0,C,2,1.0,1,7,1,12,19.3,2018-01-01 20:45:00,3,1,20,0.0,0.0,1
2018/1/1,21:00:00,125.4,C,2,1.0,1,7,1,12,19.3,2018-01-01 21:00:00,3,1,21,0.0,0.0,1
2018/1/1,21:15:00,107.9,C,2,1.0,1,7,1,12,17.7,2018-01-01 21:15:00,3,1,21,0.0,0.0,1
2018/1/1,21:30:00,103.0,C,2,1.0,1,7,1,12,17.7,2018-01-01 21:30:00,3,1,21,0.0,0.0,1
2018/1/1,21:45:00,98.4,C,2,1.0,1,7,1,12,17.7,2018-01-01 21:45:00,3,1,21,0.0,0.0,1
2018/1/1,22:00:00,101.7,C,2,1.0,1,7,1,12,17.7,2018-01-01 22:00:00,3,1,22,0.0,0.0,1
2018/1/1,22:15:00,103.2,C,2,1.0,1,7,1,12,17.1,2018-01-01 22:15:00,3,1,22,0.0,0.0,1
2018/1/1,22:30:00,106.1,C,2,1.0,1,7,1,12,17.1,2018-01-01 22:30:00,3,1,22,0.0,0.0,1
2018/1/1,22:45:00,102.9,C,2,1.0,1,7,1,12,17.1,2018-01-01 22:45:00,3,1,22,0.0,0.0,1
2018/1/1,23:00:00,102.4,C,2,1.0,1,7,1,12,17.1,2018-01-01 23:00:00,3,1,23,0.0,0.0,1
2018/1/1,23:15:00,107.2,C,2,1.0,1,7,1,12,16.7,2018-01-01 23:15:00,3,1,23,0.0,0.0,1
2018/1/1,23:30:00,102.7,C,2,1.0,1,7,1,12,16.7,2018-01-01 23:30:00,3,1,23,0.0,0.0,1
2018/1/1,23:45:00,105.0,C,2,1.0,1,7,1,12,16.7,2018-01-01 23:45:00,3,1,23,0.0,0.0,1
2018/1/2,00:00:00,92.9,C,2,1.0,1,7,1,12,16.7,2018-01-02 00:00:00,3,1,0,0.0,0.0,1
2018/1/2,00:15:00,99.9,C,2,0.0,2,1,2,13,16.6,2018-01-02 00:15:00,0,1,0,0.0,0.0,0
2018/1/2,00:30:00,95.8,C,2,0.0,2,1,2,13,16.6,2018-01-02 00:30:00,0,1,0,0.0,0.0,0
2018/1/2,00:45:00,105.6,C,2,0.0,2,1,2,13,16.6,2018-01-02 00:45:00,0,1,0,0.0,0.0,0
2018/1/2,01:00:00,101.5,C,2,0.0,2,1,2,13,16.6,2018-01-02 01:00:00,0,1,1,0.0,0.0,0
2018/1/2,01:15:00,108.4,C,2,0.0,2,1,2,13,16.1,2018-01-02 01:15:00,0,1,1,0.0,0.0,0
2018/1/2,01:30:00,96.6,C,2,0.0,2,1,2,13,16.1,2018-01-02 01:30:00,0,1,1,0.0,0.0,0
2018/1/2,01:45:00,106.3,C,2,0.0,2,1,2,13,16.1,2018-01-02 01:45:00,0,1,1,0.0,0.0,0
2018/1/2,02:00:00,100.6,C,2,0.0,2,1,2,13,16.1,2018-01-02 02:00:00,0,1,2,0.0,0.0,0
2018/1/2,02:15:00,104.9,C,2,0.0,2,1,2,13,15.7,2018-01-02 02:15:00,0,1,2,0.0,0.0,0
2018/1/2,02:30:00,102.6,C,2,0.0,2,1,2,13,15.7,2018-01-02 02:30:00,0,1,2,0.0,0.0,0
2018/1/2,02:45:00,91.8,C,2,0.0,2,1,2,13,15.7,2018-01-02 02:45:00,0,1,2,0.0,0.0,0
2018/1/2,03:00:00,109.3,C,2,0.0,2,1,2,13,15.7,2018-01-02 03:00:00,0,1,3,0.0,0.0,0
2018/1/2,03:15:00,104.3,C,2,0.0,2,1,2,13,15.4,2018-01-02 03:15:00,0,1,3,0.0,0.0,0
2018/1/2,03:30:00,110.3,C,2,0.0,2,1,2,13,15.4,2018-01-02 03:30:00,0,1,3,0.0,0.0,0
2018/1/2,03:45:00,97.7,C,2,0.0,2,1,2,13,15.4,2018-01-02 03:45:00,0,1,3,0.0,0.0,0
2018/1/2,04:00:00,94.9,C,2,0.0,2,1,2,13,15.4,2018-01-02 04:00:00,0,1,4,0.0,0.0,0
2018/1/2,04:15:00,95.1,C,2,0.0,2,1,2,13,15.3,2018-01-02 04:15:00,0,1,4,0.0,0.0,0
2018/1/2,04:30:00,97.3,C,2,0.0,2,1,2,13,15.3,2018-01-02 04:30:00,0,1,4,0.0,0.0,0
2018/1/2,04:45:00,105.9,C,2,0.0,2,1,2,13,15.3,2018-01-02 04:45:00,0,1,4,0.0,0.0,0
2018/1/2,05:00:00,97.3,C,2,0.0,2,1,2,13,15.3,2018-01-02 05:00:00,0,1,5,0.0,0.0,0
2018/1/2,05:15:00,114.0,C,2,0.0,2,1,2,13,15.7,2018-01-02 05:15:00,0,1,5,0.0,0.0,0
2018/1/2,05:30:00,101.2,C,2,0.0,2,1,2,13,15.7,2018-01-02 05:30:00,0,1,5,0.0,0.0,0
2018/1/2,05:45:00,107.5,C,2,0.0,2,1,2,13,15.7,2018-01-02 05:45:00,0,1,5,0.0,0.0,0
2018/1/2,06:00:00,101.6,C,2,0.0,2,1,2,13,15.7,2018-01-02 06:00:00,0,1,6,0.0,0.0,0
2018/1/2,06:15:00,98.2,C,2,0.0,2,1,2,13,16.2,2018-01-02 06:15:00,0,1,6,0.0,0.0,0
2018/1/2,06:30:00,100.4,C,2,0.0,2,1,2,13,16.2,2018-01-02 06:30:00,0,1,6,0.0,0.0,0
2018/1/2,06:45:00,93.9,C,2,0.0,2,1,2,13,16.2,2018-01-02 06:45:00,0,1,6,0.0,0.0,0
2018/1/2,07:00:00,119.9,C,2,0.0,2,1,2,13,16.2,2018-01-02 07:00:00,0,1,7,1.0,0.0,0
2018/1/2,07:15:00,136.6,C,2,0.0,2,1,2,13,16.2,2018-01-02 07:15:00,0,1,7,1.0,0.0,0
2018/1/2,07:30:00,154.3,C,2,0.0,2,1,2,13,16.2,2018-01-02 07:30:00,0,1,7,1.0,0.0,0
2018/1/2,07:45:00,151.2,B,1,0.0,2,1,2,13,16.2,2018-01-02 07:45:00,0,1,7,1.0,0.0,0
2018/1/2,08:00:00,156.9,B,1,0.0,2,1,2,13,16.2,2018-01-02 08:00:00,0,1,8,1.0,0.0,0
2018/1/2,08:15:00,174.5,B,1,0.0,2,1,2,13,19.2,2018-01-02 08:15:00,0,1,8,1.0,0.0,0
2018/1/2,08:30:00,163.7,B,1,0.0,2,1,2,13,19.2,2018-01-02 08:30:00,0,1,8,1.0,0.0,0
2018/1/2,08:45:00,178.0,B,1,0.0,2,1,2,13,19.2,2018-01-02 08:45:00,0,1,8,1.0,0.0,0
2018/1/2,09:00:00,162.1,B,1,0.0,2,1,2,13,19.2,2018-01-02 09:00:00,0,1,9,1.0,0.0,0
2018/1/2,09:15:00,186.5,B,1,0.0,2,1,2,13,22.2,2018-01-02 09:15:00,0,1,9,1.0,0.0,0
2018/1/2,09:30:00,190.5,B,1,0.0,2,1,2,13,22.2,2018-01-02 09:30:00,0,1,9,1.0,0.0,0
2018/1/2,09:45:00,193.4,B,1,0.0,2,1,2,13,22.2,2018-01-02 09:45:00,0,1,9,1.0,0.0,0
2018/1/2,10:00:00,217.7,B,1,0.0,2,1,2,13,22.2,2018-01-02 10:00:00,0,1,10,1.0,0.0,0
2018/1/2,10:15:00,221.7,B,1,0.0,2,1,2,13,23.5,2018-01-02 10:15:00,0,1,10,1.0,0.0,0
2018/1/2,10:30:00,196.8,B,1,0.0,2,1,2,13,23.5,2018-01-02 10:30:00,0,1,10,1.0,0.0,0
2018/1/2,10:45:00,218.4,B,1,0.0,2,1,2,13,23.5,2018-01-02 10:45:00,0,1,10,1.0,0.0,0
2018/1/2,11:00:00,238.5,B,1,0.0,2,1,2,13,23.5,2018-01-02 11:00:00,0,1,11,1.0,0.0,0
2018/1/2,11:15:00,202.0,B,1,0.0,2,1,2,13,24.5,2018-01-02 11:15:00,0,1,11,1.0,0.0,0
2018/1/2,11:30:00,219.8,B,1,0.0,2,1,2,13,24.5,2018-01-02 11:30:00,0,1,11,1.0,0.0,0
2018/1/2,11:45:00,232.1,B,1,0.0,2,1,2,13,24.5,2018-01-02 11:45:00,0,1,11,1.0,0.0,0
2018/1/2,12:00:00,214.2,B,1,0.0,2,1,2,13,24.5,2018-01-02 12:00:00,0,1,12,1.0,0.0,0
2018/1/2,12:15:00,206.8,B,1,0.0,2,1,2,13,25.2,2018-01-02 12:15:00,0,1,12,1.0,0.0,0
2018/1/2,12:30:00,214.8,B,1,0.0,2,1,2,13,25.2,2018-01-02 12:30:00,0,1,12,1.0,0.0,0
2018/1/2,12:45:00,213.0,B,1,0.0,2,1,2,13,25.2,2018-01-02 12:45:00,0,1,12,1.0,0.0,0
2018/1/2,13:00:00,216.2,B,1,0.0,2,1,2,13,25.2,2018-01-02 13:00:00,0,1,13,1.0,0.0,0
2018/1/2,13:15:00,216.1,B,1,0.0,2,1,2,13,25.3,2018-01-02 13:15:00,0,1,13,1.0,0.0,0
2018/1/2,13:30:00,220.8,B,1,0.0,2,1,2,13,25.3,2018-01-02 13:30:00,0,1,13,1.0,0.0,0
2018/1/2,13:45:00,225.6,B,1,0.0,2,1,2,13,25.3,2018-01-02 13:45:00,0,1,13,1.0,0.0,0
2018/1/2,14:00:00,225.7,B,1,0.0,2,1,2,13,25.3,2018-01-02 14:00:00,0,1,14,1.0,0.0,0
2018/1/2,14:15:00,238.2,B,1,0.0,2,1,2,13,24.8,2018-01-02 14:15:00,0,1,14,1.0,0.0,0
2018/1/2,14:30:00,237.7,B,1,0.0,2,1,2,13,24.8,2018-01-02 14:30:00,0,1,14,1.0,0.0,0
2018/1/2,14:45:00,219.5,B,1,0.0,2,1,2,13,24.8,2018-01-02 14:45:00,0,1,14,1.0,0.0,0
2018/1/2,15:00:00,226.8,B,1,0.0,2,1,2,13,24.8,2018-01-02 15:00:00,0,1,15,1.0,0.0,0
2018/1/2,15:15:00,254.1,B,1,0.0,2,1,2,13,24.1,2018-01-02 15:15:00,0,1,15,1.0,0.0,0
2018/1/2,15:30:00,239.1,B,1,0.0,2,1,2,13,24.1,2018-01-02 15:30:00,0,1,15,1.0,0.0,0
2018/1/2,15:45:00,225.5,B,1,0.0,2,1,2,13,24.1,2018-01-02 15:45:00,0,1,15,1.0,0.0,0
2018/1/2,16:00:00,235.2,B,1,0.0,2,1,2,13,24.1,2018-01-02 16:00:00,0,1,16,1.0,0.0,0
2018/1/2,16:15:00,234.5,B,1,0.0,2,1,2,13,23.0,2018-01-02 16:15:00,0,1,16,1.0,0.0,0
2018/1/2,16:30:00,235.1,B,1,0.0,2,1,2,13,23.0,2018-01-02 16:30:00,0,1,16,1.0,0.0,0
2018/1/2,16:45:00,226.9,B,1,0.0,2,1,2,13,23.0,2018-01-02 16:45:00,0,1,16,1.0,0.0,0
2018/1/2,17:00:00,224.3,B,1,0.0,2,1,2,13,23.0,2018-01-02 17:00:00,0,1,17,1.0,0.0,0
2018/1/2,17:15:00,227.8,B,1,0.0,2,1,2,13,21.5,2018-01-02 17:15:00,0,1,17,1.0,0.0,0
2018/1/2,17:30:00,224.4,B,1,0.0,2,1,2,13,21.5,2018-01-02 17:30:00,0,1,17,1.0,0.0,0
2018/1/2,17:45:00,218.7,B,1,0.0,2,1,2,13,21.5,2018-01-02 17:45:00,0,1,17,1.0,0.0,0
2018/1/2,18:00:00,215.7,B,1,0.0,2,1,2,13,21.5,2018-01-02 18:00:00,0,1,18,1.0,0.0,0
2018/1/2,18:15:00,209.9,B,1,0.0,2,1,2,13,20.8,2018-01-02 18:15:00,0,1,18,1.0,0.0,0
2018/1/2,18:30:00,218.4,B,1,0.0,2,1,2,13,20.8,2018-01-02 18:30:00,0,1,18,1.0,0.0,0
2018/1/2,18:45:00,223.6,B,1,0.0,2,1,2,13,20.8,2018-01-02 18:45:00,0,1,18,1.0,0.0,0
2018/1/2,19:00:00,203.7,B,1,0.0,2,1,2,13,20.8,2018-01-02 19:00:00,0,1,19,1.0,1.0,0
2018/1/2,19:15:00,196.9,B,1,0.0,2,1,2,13,19.9,2018-01-02 19:15:00,0,1,19,0.0,1.0,0
2018/1/2,19:30:00,208.2,B,1,0.0,2,1,2,13,19.9,2018-01-02 19:30:00,0,1,19,0.0,1.0,0
2018/1/2,19:45:00,202.2,B,1,0.0,2,1,2,13,19.9,2018-01-02 19:45:00,0,1,19,0.0,1.0,0
2018/1/2,20:00:00,195.6,B,1,0.0,2,1,2,13,19.9,2018-01-02 20:00:00,0,1,20,0.0,1.0,0
2018/1/2,20:15:00,205.3,B,1,0.0,2,1,2,13,19.5,2018-01-02 20:15:00,0,1,20,0.0,1.0,0
2018/1/2,20:30:00,194.6,B,1,0.0,2,1,2,13,19.5,2018-01-02 20:30:00,0,1,20,0.0,1.0,0
2018/1/2,20:45:00,187.1,B,1,0.0,2,1,2,13,19.5,2018-01-02 20:45:00,0,1,20,0.0,1.0,0
2018/1/2,21:00:00,191.8,B,1,0.0,2,1,2,13,19.5,2018-01-02 21:00:00,0,1,21,0.0,1.0,0
2018/1/2,21:15:00,180.7,B,1,0.0,2,1,2,13,18.9,2018-01-02 21:15:00,0,1,21,0.0,1.0,0
2018/1/2,21:30:00,211.6,B,1,0.0,2,1,2,13,18.9,2018-01-02 21:30:00,0,1,21,0.0,1.0,0
2018/1/2,21:45:00,214.8,B,1,0.0,2,1,2,13,18.9,2018-01-02 21:45:00,0,1,21,0.0,1.0,0
2018/1/2,22:00:00,204.9,B,1,0.0,2,1,2,13,18.9,2018-01-02 22:00:00,0,1,22,0.0,1.0,0
2018/1/2,22:15:00,205.3,B,1,0.0,2,1,2,13,17.8,2018-01-02 22:15:00,0,1,22,0.0,1.0,0
2018/1/2,22:30:00,214.9,B,1,0.0,2,1,2,13,17.8,2018-01-02 22:30:00,0,1,22,0.0,1.0,0
2018/1/2,22:45:00,200.6,C,2,0.0,2,1,2,13,17.8,2018-01-02 22:45:00,0,1,22,0.0,1.0,0
2018/1/2,23:00:00,204.4,C,2,0.0,2,1,2,13,17.8,2018-01-02 23:00:00,0,1,23,0.0,1.0,0
2018/1/2,23:15:00,206.0,C,2,0.0,2,1,2,13,17.6,2018-01-02 23:15:00,0,1,23,0.0,1.0,0
2018/1/2,23:30:00,183.2,C,2,0.0,2,1,2,13,17.6,2018-01-02 23:30:00,0,1,23,0.0,1.0,0
2018/1/2,23:45:00,187.7,C,2,0.0,2,1,2,13,17.6,2018-01-02 23:45:00,0,1,23,0.0,1.0,0
2018/1/3,00:00:00,194.1,C,2,0.0,2,1,2,13,17.6,2018-01-03 00:00:00,0,1,0,0.0,1.0,0
2018/1/3,00:15:00,171.7,C,2,0.0,3,3,3,14,17.2,2018-01-03 00:15:00,0,1,0,0.0,1.0,0
2018/1/3,00:30:00,163.9,C,2,0.0,3,3,3,14,17.2,2018-01-03 00:30:00,0,1,0,0.0,1.0,0
2018/1/3,00:45:00,192.6,C,2,0.0,3,3,3,14,17.2,2018-01-03 00:45:00,0,1,0,0.0,1.0,0
2018/1/3,01:00:00,182.4,C,2,0.0,3,3,3,14,17.2,2018-01-03 01:00:00,0,1,1,0.0,1.0,0
2018/1/3,01:15:00,164.2,C,2,0.0,3,3,3,14,17.0,2018-01-03 01:15:00,0,1,1,0.0,1.0,0
2018/1/3,01:30:00,181.5,C,2,0.0,3,3,3,14,17.0,2018-01-03 01:30:00,0,1,1,0.0,1.0,0
2018/1/3,01:45:00,166.5,C,2,0.0,3,3,3,14,17.0,2018-01-03 01:45:00,0,1,1,0.0,1.0,0
2018/1/3,02:00:00,169.6,C,2,0.0,3,3,3,14,17.0,2018-01-03 02:00:00,0,1,2,0.0,1.0,0
2018/1/3,02:15:00,186.4,C,2,0.0,3,3,3,14,16.5,2018-01-03 02:15:00,0,1,2,0.0,1.0,0
2018/1/3,02:30:00,184.6,C,2,0.0,3,3,3,14,16.5,2018-01-03 02:30:00,0,1,2,0.0,1.0,0
2018/1/3,02:45:00,172.1,C,2,0.0,3,3,3,14,16.5,2018-01-03 02:45:00,0,1,2,0.0,1.0,0
2018/1/3,03:00:00,172.2,C,2,0.0,3,3,3,14,16.5,2018-01-03 03:00:00,0,1,3,0.0,1.0,0
2018/1/3,03:15:00,181.0,C,2,0.0,3,3,3,14,16.0,2018-01-03 03:15:00,0,1,3,0.0,1.0,0
2018/1/3,03:30:00,177.6,C,2,0.0,3,3,3,14,16.0,2018-01-03 03:30:00,0,1,3,0.0,1.0,0
2018/1/3,03:45:00,186.2,C,2,0.0,3,3,3,14,16.0,2018-01-03 03:45:00,0,1,3,0.0,1.0,0
2018/1/3,04:00:00,222.5,C,2,0.0,3,3,3,14,16.0,2018-01-03 04:00:00,0,1,4,0.0,1.0,0
2018/1/3,04:15:00,186.9,C,2,0.0,3,3,3,14,15.7,2018-01-03 04:15:00,0,1,4,0.0,1.0,0
2018/1/3,04:30:00,195.5,C,2,0.0,3,3,3,14,15.7,2018-01-03 04:30:00,0,1,4,0.0,1.0,0
